Year,Race,Session,EventName,Team,ReferenceTeam,TeamBaselineMode,OriginalBaselineSeconds,OriginalP10Seconds,OriginalP90Seconds,ReferenceBaselineSeconds,OriginalPercentageToReference,FuelRateSecondsPerLap,TotalRaceLaps,FullFuelWeightKg,FuelKgPerLap,FuelSecondsPerKg,WeightDeltaKg,ProjectedDeltaSeconds,ProjectedBaselineSeconds,ProjectedPercentageToReference
2026,1,R,Australian Grand Prix,Mercedes,Mercedes,average-drivers,80.04528974646534,77.60106163320786,81.6430470877851,80.04528974646534,100.0,0.0624131070989476,58.0,100.0,1.7241379310344827,0.03619960211738961,5.0,0.18099801058694803,80.22628775705229,100.22611950204721
2026,2,R,Chinese Grand Prix,Mercedes,Mercedes,average-drivers,93.39448273872418,91.29870596774803,94.71885703165252,93.39448273872418,100.0,0.0675148772362075,56.0,100.0,1.7857142857142858,0.0378083312522762,5.0,0.189041656261381,93.58352439498556,100.20241201698204
2026,3,R,Japanese Grand Prix,Mercedes,Mercedes,average-drivers,90.85117503896082,88.77498765629551,91.93596221688313,90.85117503896082,100.0,0.0699989990933704,53.0,100.0,1.8867924528301887,0.03709946951948631,5.0,0.18549734759743156,91.03667238655825,100.20417715843288
2026,4,R,Miami Grand Prix,Mercedes,Mercedes,average-drivers,90.69151527511109,88.876107219067,91.80786052662027,90.69151527511109,100.0,0.0490495825029441,57.0,100.0,1.7543859649122806,0.027958262026678136,5.0,0.1397913101333907,90.83130658524448,100.15413934777617
2026,5,R,Canadian Grand Prix,Mercedes,Mercedes,average-drivers,72.92440610803361,71.48748438401611,73.90732702671181,72.92440610803361,100.0,0.0678065017089804,68.0,100.0,1.4705882352941178,0.046108421162106665,5.0,0.23054210581053333,73.15494821384414,100.31613847560033
2026,6,R,Monaco Grand Prix,Mercedes,Mercedes,average-drivers,73.28397382355371,70.42868596997283,76.41838019787495,73.28397382355371,100.0,0.0529885098216569,78.0,100.0,1.2820512820512822,0.04133103766089238,5.0,0.2066551883044619,73.49062901185818,100.28199233409754
2026,7,R,Barcelona Grand Prix,Mercedes,Mercedes,average-drivers,78.79091490311524,77.13342706053318,80.71920865971919,78.79091490311524,100.0,0.0643328790330914,66.0,100.0,1.5151515151515151,0.04245970016184032,5.0,0.2122985008092016,79.00321340392443,100.26944540632667
2026,8,R,Austrian Grand Prix,Mercedes,Mercedes,average-drivers,68.40062934325542,66.43705881133697,70.08267316284045,68.40062934325542,100.0,0.0584493198649213,71.0,100.0,1.408450704225352,0.04149901710409413,5.0,0.20749508552047063,68.6081244287759,100.3033525970634
